1	1,16208030575055
2	1,16233144725318
3	1,16430983122372
4	1,16515393578977
5	1,167311005959
6	1,16292017376106
7	1,16761311164506
8	1,16624356614251
9	1,16643721792571
10	1,16379015022794
11	1,16241625360561
12	1,17189174447766
13	1,17530646201238
14	1,17135870576716
15	1,17504802248495
16	1,16547654600053
17	1,17630009849661
18	1,1759283687018
19	1,17429398079603
20	1,17351941926026
21	1,17847691074876
22	1,17551161471131
23	1,18297700922247
24	1,17871798573642
25	1,17952388905328
26	1,17895693011483
27	1,18187205498489
28	1,16929932957124
29	1,17464689817227
30	1,18843500372987
